kic,source_id,sdss_g,parallax,parallax_error,Ag_Green_2017,Ag_Green_2017_sigma,Teffi,e_Teffi,FeHi,e_FeHi,new_logg,new_logg_std,new_radius,new_r_std,new_mass,new_mass_std,mass_qflag,loglbol_g_median,loglbol_sigp,loglbol_sigm,dSct
9032467,2079973432198891264,14.146,0.738,0.013,0.37,0.03,6851,223,-0.18,0.3,4.16,0.11,1.58,0.11,1.32,0.25,0,0.696,0.026,0.026,0
9032551,2079973191680727936,13.423,0.795,0.011,0.36,0.04,7073,225,-0.05,0.3,4.06,0.1,1.86,0.13,1.46,0.25,0,0.893,0.025,0.025,0
9032703,2079974737868978304,15.152,0.443,0.018,0.45,0.04,6598,230,-0.66,0.3,4.0,0.11,1.93,0.16,1.36,0.25,0,0.803,0.043,0.042,0
9032986,2079969137231629312,14.863,0.128,0.02,0.41,0.03,9499,332,-0.08,0.3,3.8,0.15,3.23,0.51,2.43,0.25,0,1.883,0.126,0.114,0
9033354,2079782937510515584,11.112,1.54,0.023,0.24,0.03,6831,186,-0.27,0.3,3.76,0.09,2.85,0.17,1.68,0.25,0,1.202,0.022,0.022,0
9033741,2079806306433790592,12.888,1.472,0.023,0.21,0.04,6546,182,-0.15,0.3,4.18,0.11,1.45,0.1,1.2,0.25,0,0.543,0.022,0.023,0
9034545,2079804171828823168,12.673,0.554,0.025,0.41,0.05,6894,201,-0.38,0.3,3.48,0.09,4.14,0.34,1.88,0.25,0,1.543,0.047,0.046,0
9039885,2079383883505251200,14.437,0.695,0.018,0.46,0.03,6561,201,-0.09,0.3,4.07,0.11,1.71,0.12,1.28,0.25,0,0.69,0.031,0.031,0
9040202,2079382204184434688,14.424,0.769,0.025,0.47,0.06,6756,236,-0.27,0.3,4.21,0.12,1.46,0.12,1.26,0.25,1,0.603,0.039,0.039,0
9040422,2079379799003037696,13.566,0.618,0.021,0.54,0.02,7334,256,-0.09,0.3,3.95,0.1,2.25,0.18,1.63,0.25,0,1.119,0.035,0.034,0
9041740,2079371552665394432,14.129,1.064,0.028,0.53,0.04,6514,198,-0.19,0.3,4.26,0.11,1.33,0.09,1.15,0.25,1,0.456,0.024,0.024,0
9043124,2079324823420023296,14.087,0.854,0.025,0.67,0.05,6523,217,-0.1,0.3,4.04,0.11,1.82,0.14,1.31,0.25,0,0.732,0.037,0.036,0
9044567,2079403919536751104,13.11,0.341,0.026,1.09,0.03,8128,284,-0.11,0.3,3.42,0.1,5.07,0.54,2.44,0.25,0,2.005,0.071,0.067,0
9047103,2079228577487800448,13.356,0.894,0.025,1.01,0.04,6789,237,-0.44,0.3,3.81,0.1,2.6,0.2,1.6,0.25,0,1.113,0.034,0.034,1
9047323,2079228955444920064,11.851,2.364,0.024,0.6,0.08,6569,198,-0.9,0.3,4.05,0.11,1.79,0.14,1.31,0.25,0,0.729,0.038,0.038,0
9048114,2079231811610072960,10.88,1.99,0.031,0.75,0.14,7373,258,-0.25,0.3,3.85,0.11,2.58,0.25,1.72,0.25,0,1.248,0.058,0.058,0
9048859,2085188896887484672,11.231,1.248,0.031,0.74,0.07,7281,254,-0.08,0.3,3.6,0.09,3.57,0.3,1.86,0.25,0,1.509,0.035,0.035,0
9049272,2085185563992891904,13.069,0.555,0.021,1.08,0.04,8295,290,-0.05,0.3,3.79,0.09,3.03,0.26,2.1,0.25,0,1.593,0.04,0.039,0
9049512,2085186796648725504,12.426,0.74,0.027,1.06,0.05,8365,292,-0.07,0.3,3.82,0.09,2.96,0.26,2.1,0.25,0,1.587,0.041,0.04,0
9050337,2085179928995955456,12.695,0.64,0.024,1.02,0.04,7344,257,-0.11,0.3,3.53,0.09,4.01,0.34,1.98,0.25,0,1.624,0.04,0.039,1
9051487,2082175444756377600,13.715,0.738,0.016,1.01,0.07,7261,276,-0.02,0.3,3.94,0.1,2.23,0.19,1.6,0.25,0,1.095,0.038,0.038,1
9051650,2082198293982860800,12.197,0.907,0.023,0.95,0.06,6639,196,-0.0,0.3,3.42,0.08,4.43,0.31,1.88,0.25,0,1.536,0.036,0.036,0
9051902,2082195132886646656,13.049,0.798,0.024,0.99,0.11,6963,213,-0.29,0.3,3.71,0.1,3.0,0.26,1.73,0.25,0,1.279,0.053,0.053,1
9052363,2082196232398364672,10.658,2.44,0.024,0.26,0.1,7829,274,-0.04,0.3,4.21,0.11,1.61,0.14,1.54,0.25,0,0.942,0.044,0.044,0
9052619,2082196296814245504,13.755,0.89,0.014,0.7,0.08,6717,212,-0.09,0.3,4.01,0.11,1.92,0.15,1.38,0.25,0,0.829,0.037,0.037,0
9052883,2082184412648648320,13.167,0.675,0.018,1.06,0.15,7504,262,-0.05,0.3,3.76,0.11,2.96,0.31,1.86,0.25,0,1.398,0.065,0.065,0
9053930,2082187122764121728,11.426,0.864,0.029,0.8,0.09,8294,290,0.07,0.3,3.66,0.09,3.68,0.34,2.26,0.25,0,1.761,0.05,0.049,0
9054553,2082233267894533504,11.936,1.225,0.022,0.75,0.14,7302,247,-0.06,0.3,3.83,0.1,2.62,0.25,1.72,0.25,0,1.246,0.059,0.059,1
9070966,2107004478887476224,15.359,0.626,0.024,0.2,0.01,6750,236,0.0,0.3,4.48,0.12,1.02,0.09,1.13,0.25,5,0.288,0.037,0.036,0
9071682,2106997675659174400,13.956,0.429,0.018,0.14,0.01,7603,266,-0.09,0.3,4.02,0.1,2.06,0.17,1.63,0.25,0,1.105,0.041,0.04,0
9072011,2107017501228237440,11.122,1.181,0.024,0.13,0.02,6723,235,-0.02,0.3,3.55,0.09,3.61,0.27,1.72,0.25,0,1.381,0.018,0.018,1
9072435,2106829553460430720,14.84,0.525,0.02,0.15,0.02,6508,227,-0.16,0.3,4.09,0.11,1.67,0.14,1.26,0.25,0,0.654,0.038,0.037,0
9072693,2106832572821684352,11.699,1.311,0.023,0.12,0.01,6719,235,-0.02,0.3,3.83,0.1,2.5,0.19,1.56,0.25,0,1.06,0.017,0.017,0
9072836,2106831718123968512,14.213,0.6,0.018,0.14,0.02,6803,238,-0.18,0.3,4.09,0.11,1.73,0.14,1.35,0.25,0,0.762,0.031,0.03,0
9073007,2106820276330930176,10.821,1.711,0.025,0.1,0.01,6745,236,-0.22,0.3,3.71,0.1,2.86,0.21,1.54,0.25,0,1.182,0.017,0.018,1
9073059,2106821577701109376,12.555,1.09,0.027,0.12,0.01,6529,178,-0.18,0.3,3.91,0.09,2.18,0.13,1.42,0.25,0,0.89,0.017,0.017,0
9073315,2107196446746152192,14.701,0.502,0.02,0.18,0.02,7343,257,-0.44,0.3,4.28,0.11,1.41,0.11,1.39,0.25,2,0.717,0.04,0.039,0
9073445,2107193388729458048,15.456,0.337,0.026,0.17,0.02,6627,231,-0.22,0.3,4.02,0.12,1.89,0.2,1.34,0.25,0,0.791,0.072,0.068,0
9073955,2107145869211116800,10.726,3.873,0.027,0.12,0.05,6580,173,-0.03,0.3,4.2,0.1,1.43,0.09,1.2,0.25,0,0.537,0.025,0.025,0
9075028,2106406310203114496,14.132,0.826,0.019,0.12,0.02,6948,215,-0.05,0.3,4.36,0.11,1.23,0.09,1.25,0.25,5,0.499,0.027,0.027,0
9075207,2106407272275799552,14.721,0.508,0.024,0.13,0.02,6583,230,-0.33,0.3,4.06,0.12,1.76,0.15,1.3,0.25,0,0.72,0.045,0.043,0
9076051,2106395864842731904,13.277,1.683,0.015,0.1,0.01,6927,206,-0.22,0.3,4.59,0.12,0.89,0.06,1.1,0.25,5,0.213,0.017,0.017,0
9076441,2106442078689966336,15.238,0.507,0.022,0.15,0.02,6689,234,-0.32,0.3,4.26,0.12,1.35,0.11,1.22,0.25,1,0.516,0.043,0.042,0
9076726,2106439501709618688,13.222,0.974,0.016,0.12,0.01,7268,242,-0.1,0.3,4.3,0.1,1.38,0.1,1.37,0.25,2,0.681,0.017,0.017,0
9076741,2106439639148583936,13.476,1.147,0.013,0.12,0.01,6662,192,-0.41,0.3,4.29,0.11,1.31,0.08,1.19,0.25,1,0.484,0.017,0.017,0
9077074,2106433042078864000,13.845,0.738,0.015,0.13,0.02,6568,195,-0.04,0.3,4.05,0.1,1.8,0.12,1.32,0.25,0,0.736,0.025,0.024,0
9077127,2106432110067495680,13.192,0.744,0.024,0.13,0.02,7107,210,-0.09,0.3,4.02,0.1,1.96,0.14,1.49,0.25,0,0.947,0.033,0.032,0
9077422,2106430739976438912,13.342,1.17,0.012,0.09,0.01,6772,198,-0.3,0.3,4.32,0.11,1.27,0.08,1.22,0.25,2,0.484,0.017,0.017,0
9078062,2106263786008651008,15.049,0.506,0.022,0.12,0.01,6970,243,-0.12,0.3,4.31,0.12,1.3,0.11,1.27,0.25,2,0.554,0.041,0.04,0
9079915,2130216887337647744,13.709,0.921,0.014,0.12,0.02,6632,192,-0.03,0.3,4.17,0.1,1.5,0.1,1.24,0.25,0,0.595,0.023,0.023,0
9083686,2127096301540970112,14.022,0.636,0.016,0.21,0.01,6728,235,-0.18,0.3,4.03,0.11,1.89,0.15,1.38,0.25,0,0.821,0.028,0.028,0
9084368,2127086298555513344,12.621,1.103,0.021,0.19,0.02,6596,183,-0.16,0.3,3.94,0.09,2.11,0.13,1.42,0.25,0,0.879,0.018,0.018,0
9084373,2127086264195775616,12.403,1.07,0.021,0.19,0.02,9060,317,0.21,0.3,4.5,0.1,1.17,0.09,1.6,0.25,5,0.922,0.018,0.018,1
9084512,2127086990051633280,13.225,0.652,0.014,0.24,0.02,7355,257,-0.13,0.3,3.97,0.1,2.17,0.16,1.61,0.25,0,1.093,0.026,0.025,0
9085032,2127458728059765120,13.594,0.94,0.012,0.28,0.02,6686,234,-0.42,0.3,4.12,0.11,1.63,0.12,1.29,0.25,0,0.682,0.02,0.02,0
9085484,2127412582931709312,14.699,0.532,0.018,0.24,0.01,6567,229,-0.1,0.3,4.05,0.11,1.78,0.14,1.31,0.25,0,0.727,0.034,0.033,0
9085833,2127415430489351936,11.308,1.753,0.04,0.22,0.03,6761,187,-0.03,0.3,3.89,0.1,2.3,0.14,1.52,0.25,0,0.999,0.021,0.021,0
9085834,2127415430489352576,13.139,1.765,0.022,0.22,0.03,6605,190,-0.26,0.3,4.44,0.11,1.06,0.07,1.14,0.25,5,0.288,0.02,0.02,0
9086425,2127403649399442688,13.143,1.129,0.024,0.23,0.03,6793,203,-0.21,0.3,4.17,0.11,1.54,0.1,1.28,0.25,0,0.656,0.019,0.019,0
9086689,2127400831900940416,13.359,1.452,0.022,0.25,0.06,6655,232,-0.92,0.3,4.37,0.12,1.18,0.09,1.17,0.25,2,0.392,0.03,0.03,0
9086773,2127400758881070208,11.949,1.618,0.026,0.2,0.03,7016,245,-0.5,0.3,4.11,0.11,1.72,0.13,1.4,0.25,0,0.811,0.022,0.022,0
9087034,2127423092711010944,13.137,0.942,0.024,0.22,0.02,6742,200,0.04,0.3,4.03,0.1,1.89,0.13,1.38,0.25,0,0.824,0.028,0.028,0
9087074,2126672577247787520,16.184,0.35,0.035,0.24,0.02,6593,209,-0.06,0.3,4.24,0.15,1.38,0.17,1.2,0.25,1,0.509,0.094,0.085,0
9087249,2126672852125705216,11.125,3.37,0.028,0.14,0.02,6519,173,-0.26,0.3,4.21,0.12,1.42,0.08,1.18,0.25,0,0.514,0.02,0.02,0
9088557,2126664498407288448,12.623,1.121,0.026,0.22,0.04,6937,200,-0.1,0.3,4.06,0.09,1.84,0.12,1.42,0.25,0,0.85,0.022,0.022,0
9088770,2126661960088579456,12.778,1.352,0.025,0.19,0.04,6527,228,-0.58,0.3,4.09,0.11,1.67,0.13,1.26,0.25,0,0.661,0.023,0.023,0
9091680,2126529572017146624,13.333,0.91,0.016,0.23,0.03,6622,184,-1.13,0.3,3.99,0.1,1.96,0.12,1.38,0.25,0,0.824,0.025,0.025,0
9092247,2126523009307247104,13.752,0.868,0.016,0.33,0.04,6571,182,-0.54,0.3,4.05,0.1,1.8,0.11,1.32,0.25,0,0.736,0.027,0.027,0
9092496,2126524040099466496,14.963,0.322,0.024,0.3,0.04,7003,209,-0.42,0.3,3.89,0.11,2.36,0.24,1.57,0.25,0,1.08,0.07,0.065,0
9092529,2126524177538439936,13.016,0.82,0.024,0.27,0.03,7244,247,-0.09,0.3,4.02,0.1,1.99,0.16,1.53,0.25,0,0.994,0.033,0.032,1
9092559,2126524555495575552,14.679,0.953,0.02,0.26,0.04,6530,228,-0.16,0.3,4.45,0.12,1.03,0.08,1.1,0.25,5,0.239,0.029,0.029,0
9092631,2126523696502087040,14.299,0.339,0.018,0.3,0.04,6781,237,-0.25,0.3,3.64,0.11,3.22,0.29,1.66,0.25,0,1.295,0.052,0.05,0
9092897,2126521153881512576,13.027,0.722,0.026,0.29,0.03,7363,257,-0.12,0.3,3.97,0.1,2.16,0.17,1.61,0.25,0,1.094,0.038,0.037,1
9092922,2126520913363331200,14.277,0.987,0.02,0.33,0.06,6527,228,-0.46,0.3,4.32,0.13,1.22,0.1,1.12,0.25,2,0.385,0.028,0.028,0
9092940,2128022365209949824,12.252,2.222,0.027,0.13,0.03,6576,230,-0.12,0.3,4.31,0.12,1.24,0.09,1.14,0.25,2,0.416,0.022,0.022,0
9093170,2128021643655478144,13.694,0.984,0.015,0.27,0.03,6597,195,-0.09,0.3,4.18,0.11,1.5,0.1,1.22,0.25,0,0.582,0.019,0.019,0
9093179,2128021403137299712,15.534,0.542,0.024,0.34,0.03,6630,232,-0.22,0.3,4.33,0.12,1.22,0.11,1.17,0.25,2,0.416,0.045,0.043,0
9093266,2127974433374963200,11.84,1.584,0.022,0.25,0.04,7433,260,0.06,0.3,4.19,0.1,1.62,0.12,1.46,0.25,0,0.856,0.023,0.023,1
9093300,2127974433374968704,13.531,0.632,0.014,0.29,0.04,6919,211,-0.12,0.3,3.91,0.1,2.27,0.16,1.54,0.25,0,1.026,0.03,0.03,0
9093566,2127973844957830784,12.79,0.864,0.022,0.23,0.04,7685,268,0.03,0.3,4.14,0.1,1.77,0.14,1.56,0.25,0,0.994,0.031,0.031,0
9093653,2127975464167216256,14.647,0.984,0.017,0.23,0.04,6513,194,-0.22,0.3,4.48,0.12,0.99,0.06,1.08,0.25,5,0.2,0.022,0.022,0
9093696,2127975464167221120,15.797,0.289,0.026,0.3,0.03,6654,232,-0.02,0.3,3.98,0.14,1.98,0.24,1.38,0.25,0,0.841,0.085,0.078,0
9093733,2127975253707101696,11.751,0.903,0.022,0.32,0.03,8774,307,-0.0,0.3,4.05,0.09,2.16,0.16,1.94,0.25,0,1.395,0.029,0.028,0
9094247,2127977422672400512,13.997,1.096,0.013,0.22,0.03,6656,205,-0.44,0.3,4.39,0.11,1.14,0.08,1.17,0.25,5,0.358,0.02,0.02,0
9094694,2127964980145332608,12.294,0.587,0.02,0.3,0.03,7012,203,-0.33,0.3,3.47,0.08,4.29,0.31,1.96,0.25,0,1.603,0.036,0.035,1
9094939,2127963335179392384,13.163,1.21,0.018,0.21,0.04,6666,199,0.02,0.3,4.19,0.11,1.47,0.1,1.24,0.25,0,0.584,0.023,0.023,0
9094985,2127990410653691392,13.94,0.727,0.013,0.19,0.03,6735,207,0.0,0.3,4.11,0.11,1.69,0.11,1.32,0.25,0,0.723,0.024,0.024,0
9095019,2127987455716190848,15.416,0.533,0.019,0.22,0.02,6640,216,0.0,0.3,4.32,0.13,1.24,0.1,1.18,0.25,2,0.428,0.036,0.036,0
9095119,2127963708835009920,12.569,1.794,0.022,0.23,0.03,6733,190,-0.22,0.3,4.29,0.11,1.32,0.08,1.22,0.25,1,0.506,0.021,0.022,0
9095152,2127963610057311872,13.398,0.76,0.012,0.3,0.04,7206,240,-0.19,0.3,4.07,0.11,1.86,0.14,1.48,0.25,0,0.922,0.027,0.027,2
9095245,2127962888502808448,12.776,0.451,0.023,0.34,0.04,9324,326,-0.15,0.3,3.99,0.09,2.48,0.22,2.18,0.25,0,1.623,0.051,0.049,0
9095849,2079949620901053952,10.832,1.647,0.022,0.2,0.06,6588,175,-0.27,0.3,3.62,0.09,3.25,0.2,1.6,0.25,0,1.253,0.029,0.029,0
9097070,2079938415323025408,12.253,1.522,0.024,0.2,0.05,6801,197,-0.23,0.3,4.1,0.1,1.71,0.11,1.34,0.25,0,0.751,0.025,0.025,0
9097423,2079940270748895616,11.732,0.883,0.023,0.33,0.06,8062,282,-0.1,0.3,3.88,0.09,2.63,0.22,1.92,0.25,0,1.419,0.037,0.037,1
9097924,2080030366285584768,14.359,0.56,0.016,0.46,0.03,6690,234,-0.22,0.3,3.95,0.1,2.1,0.17,1.44,0.25,0,0.902,0.032,0.031,0
9098129,2079983052925851904,13.488,0.895,0.015,0.45,0.05,7332,256,-0.09,0.3,4.22,0.11,1.55,0.12,1.42,0.25,0,0.794,0.031,0.031,0
9099427,2079973565339245440,12.477,0.539,0.02,0.45,0.04,8492,297,-0.24,0.3,3.82,0.09,2.95,0.24,2.12,0.25,0,1.611,0.04,0.04,0
9099728,2079975356344295168,12.687,0.431,0.078,0.5,0.03,8459,296,-0.28,0.3,3.65,0.22,3.68,0.81,2.26,0.25,0,1.795,0.189,0.157,1
9099846,2079971847352327296,11.949,0.977,0.019,0.36,0.03,6993,200,-0.25,0.3,3.73,0.08,3.0,0.19,1.76,0.25,0,1.289,0.021,0.021,0
9099927,2079972087870495744,10.239,2.798,0.02,0.18,0.05,6845,188,-0.51,0.3,3.9,0.09,2.31,0.15,1.54,0.25,0,1.024,0.027,0.027,0
9099944,2079972195248382464,12.957,0.631,0.02,0.45,0.05,8269,289,0.01,0.3,4.05,0.1,2.09,0.18,1.8,0.25,0,1.265,0.038,0.038,0
9100143,2079996178345791232,14.496,0.936,0.018,0.36,0.04,6608,231,-0.26,0.3,4.37,0.12,1.17,0.1,1.16,0.25,2,0.368,0.027,0.027,0
9100320,2079994563438083584,14.667,0.597,0.016,0.36,0.04,6684,233,-0.23,0.3,4.12,0.11,1.63,0.13,1.29,0.25,0,0.681,0.032,0.032,0
9101710,2079810498322095360,14.563,0.817,0.02,0.29,0.06,6542,228,-0.19,0.3,4.27,0.12,1.28,0.1,1.14,0.25,1,0.431,0.036,0.036,0
9102124,2079799297047468928,14.787,0.424,0.024,0.46,0.03,6597,230,-0.4,0.3,3.85,0.1,2.39,0.22,1.48,0.25,0,0.987,0.054,0.051,0
9106961,2079382685220817152,14.703,0.244,0.026,0.65,0.03,8888,311,0.13,0.3,3.99,0.14,2.37,0.3,2.01,0.25,0,1.5,0.102,0.093,0
9108615,2079467863010912896,11.53,0.934,0.031,0.7,0.03,7060,211,-0.3,0.3,3.44,0.08,4.49,0.32,2.01,0.25,0,1.654,0.035,0.035,1
9108715,2079468034809711744,13.52,0.482,0.019,0.78,0.03,8157,285,-0.1,0.3,3.91,0.09,2.55,0.21,1.92,0.25,0,1.415,0.041,0.04,0
9108841,2079466832218765440,11.721,1.156,0.037,0.56,0.08,6850,207,-0.19,0.3,3.65,0.09,3.2,0.23,1.66,0.25,0,1.309,0.038,0.038,1
9109264,2079420137333072768,15.031,0.645,0.024,0.78,0.04,6589,230,-0.3,0.3,4.13,0.12,1.61,0.13,1.26,0.25,0,0.644,0.039,0.038,0
9110374,2079423710746113664,14.065,0.447,0.015,0.91,0.05,6849,235,-0.18,0.3,3.59,0.1,3.47,0.29,1.72,0.25,0,1.379,0.039,0.039,0
9110707,2079411341240327552,12.102,1.121,0.024,0.83,0.06,6547,212,-0.54,0.3,3.54,0.09,3.62,0.28,1.68,0.25,0,1.337,0.029,0.029,0
9111056,2079410379167694720,10.567,1.249,0.027,0.8,0.11,7154,215,-0.18,0.3,3.35,0.09,5.16,0.43,2.18,0.25,0,1.799,0.046,0.046,1
9111488,2079409176576930432,13.5,0.88,0.015,0.92,0.07,6536,204,-0.27,0.3,3.77,0.1,2.56,0.19,1.42,0.25,0,1.033,0.034,0.034,0
9113086,2079247720169124992,15.157,0.689,0.022,1.29,0.07,6571,230,-1.18,0.3,4.02,0.11,1.87,0.17,1.34,0.25,0,0.768,0.043,0.043,0
9115039,2085190821032896640,14.027,0.611,0.019,1.21,0.07,6681,219,-0.27,0.3,3.64,0.1,3.18,0.26,1.62,0.25,0,1.259,0.041,0.041,0
9115188,2085188415851485952,13.345,0.727,0.018,1.26,0.05,6695,203,-0.18,0.3,3.53,0.09,3.71,0.26,1.74,0.25,0,1.396,0.034,0.033,1
9115681,2085193947769230976,13.252,1.271,0.024,0.6,0.07,6671,203,-0.27,0.3,4.13,0.11,1.61,0.12,1.28,0.25,0,0.666,0.034,0.034,0
9116568,2085182815214114176,12.302,0.872,0.021,0.78,0.05,7777,272,-0.06,0.3,3.83,0.09,2.76,0.22,1.89,0.25,0,1.401,0.032,0.032,0
9117390,2082199496573711360,14.287,0.654,0.017,1.22,0.08,6552,223,-0.31,0.3,3.72,0.11,2.78,0.25,1.48,0.25,0,1.108,0.043,0.043,0
9117875,2082200974042507392,7.73,9.21,0.038,0.1,0.11,6725,235,-0.46,0.3,3.9,0.11,2.26,0.2,1.48,0.25,0,0.974,0.049,0.049,0
9118716,2082203138706112128,13.962,0.528,0.016,1.34,0.04,6709,264,-0.27,0.3,3.5,0.1,3.94,0.35,1.8,0.25,0,1.453,0.036,0.035,1
9119402,2082188909469744384,14.125,0.696,0.016,1.22,0.1,6853,240,-0.11,0.3,3.84,0.11,2.49,0.22,1.58,0.25,0,1.091,0.048,0.048,1
9137297,2107012480408584448,12.398,0.968,0.021,0.16,0.02,6570,181,-0.12,0.3,3.74,0.1,2.69,0.17,1.46,0.25,0,1.085,0.026,0.026,0
9137447,2107009220531443072,13.76,0.445,0.017,0.22,0.03,7914,276,-0.2,0.3,4.04,0.1,2.06,0.17,1.7,0.25,0,1.176,0.039,0.039,1
9138434,2106831065288717696,12.814,1.708,0.033,0.12,0.02,6522,191,-0.66,0.3,4.28,0.12,1.27,0.08,1.14,0.25,1,0.423,0.019,0.019,0
9138695,2106832989434092672,13.765,0.557,0.015,0.15,0.02,7280,254,-0.0,0.3,4.06,0.1,1.91,0.15,1.52,0.25,0,0.967,0.03,0.029,0
9138872,2106832474038051968,10.069,1.907,0.038,0.12,0.01,7726,270,-0.13,0.3,3.86,0.09,2.62,0.2,1.84,0.25,0,1.343,0.018,0.018,1
9139731,2107194419521665280,14.744,0.538,0.026,0.2,0.01,6629,232,0.01,0.3,4.11,0.11,1.65,0.15,1.28,0.25,0,0.677,0.046,0.044,0
9139882,2107153668871994240,13.382,1.212,0.016,0.16,0.03,6637,189,-0.24,0.3,4.27,0.11,1.33,0.08,1.18,0.25,1,0.488,0.019,0.019,0
9140499,2107139100343361792,14.552,0.771,0.017,0.23,0.03,6587,230,-0.31,0.3,4.27,0.12,1.31,0.1,1.16,0.25,1,0.464,0.027,0.027,0
9140662,2107161743410940672,10.717,2.937,0.025,0.07,0.02,6625,175,-0.24,0.3,4.03,0.1,1.84,0.1,1.34,0.25,0,0.77,0.019,0.019,0
9140961,2107157929479388928,14.463,0.897,0.017,0.17,0.01,6621,231,-0.21,0.3,4.4,0.12,1.12,0.08,1.16,0.25,5,0.339,0.023,0.023,0
9141332,2106413800626113024,13.239,1.091,0.018,0.15,0.02,6746,193,-0.15,0.3,4.2,0.11,1.48,0.09,1.25,0.25,0,0.613,0.018,0.018,0
9141432,2106411292365229312,14.909,0.482,0.022,0.18,0.01,6915,242,-0.26,0.3,4.19,0.12,1.53,0.13,1.32,0.25,0,0.685,0.044,0.043,0
9141552,2106412529315819776,14.623,1.151,0.018,0.09,0.02,6509,227,-0.28,0.3,,,0.8,0.06,0.0,0.25,6,0.017,0.017,0.017,0
9419182,2080245389528544256,9.281,4.887,0.03,0.14,0.04,6789,177,-0.22,0.3,3.99,0.09,2.02,0.12,1.44,0.25,0,0.893,0.022,0.022,0
9141684,2106412391876883456,13.62,0.818,0.015,0.11,0.02,6661,190,-0.25,0.3,4.08,0.1,1.74,0.11,1.32,0.25,0,0.729,0.024,0.024,0
9142121,2106493446498805248,14.183,0.626,0.016,0.13,0.01,6607,231,-0.34,0.3,4.04,0.11,1.81,0.14,1.33,0.25,0,0.751,0.028,0.027,0
9142203,2106489701287634560,13.202,0.91,0.016,0.11,0.01,7151,218,-0.11,0.3,4.18,0.1,1.58,0.1,1.38,0.25,0,0.77,0.023,0.022,0
9143676,2106457025176359424,14.697,0.739,0.017,0.13,0.02,6531,228,-0.15,0.3,4.3,0.13,1.24,0.1,1.13,0.25,2,0.4,0.027,0.026,0
9143785,2106455921366175744,12.059,0.909,0.023,0.09,0.02,7821,273,-1.97,0.3,3.98,0.09,2.24,0.18,1.74,0.25,0,1.228,0.029,0.028,1
9143867,2106268218415024256,15.43,0.402,0.026,0.28,0.03,6912,241,-0.43,0.3,4.19,0.13,1.53,0.16,1.32,0.25,0,0.684,0.062,0.059,0
9145387,2130234303425025152,12.552,1.266,0.023,0.15,0.03,6551,185,-0.46,0.3,4.0,0.1,1.92,0.12,1.35,0.25,0,0.787,0.02,0.02,0
9145390,2130233929767845504,14.147,0.823,0.016,0.18,0.02,6564,201,-0.26,0.3,4.19,0.12,1.45,0.1,1.2,0.25,0,0.546,0.025,0.025,0
9145530,2130234097266595712,14.089,0.937,0.016,0.14,0.01,6587,230,-0.64,0.3,4.29,0.12,1.28,0.1,1.16,0.25,2,0.442,0.022,0.022,0
9146302,2130239770923245696,12.823,1.584,0.02,0.13,0.01,6593,201,-0.51,0.3,4.25,0.11,1.34,0.08,1.17,0.25,1,0.483,0.017,0.017,0
9146317,2130241488910168960,13.229,0.779,0.023,0.2,0.01,6767,195,-0.31,0.3,3.95,0.1,2.14,0.15,1.46,0.25,0,0.939,0.031,0.031,0
9146566,2130240144583182208,12.353,1.312,0.022,0.14,0.01,6774,193,-0.17,0.3,4.04,0.1,1.84,0.12,1.38,0.25,0,0.809,0.017,0.017,0
9146888,2127243395580282112,14.305,0.543,0.016,0.19,0.01,6627,231,-0.48,0.3,3.97,0.11,2.03,0.16,1.4,0.25,0,0.854,0.031,0.03,0
9147002,2127240509362182912,9.789,2.27,0.083,0.14,0.02,8413,294,-0.26,0.3,4.06,0.09,2.09,0.16,1.83,0.25,0,1.294,0.02,0.02,0
9147229,2127241402715417600,10.664,2.599,0.026,0.13,0.03,7521,263,-0.39,0.3,4.22,0.1,1.56,0.11,1.46,0.25,0,0.846,0.021,0.021,2
9149716,2127102348854937728,13.944,0.806,0.015,0.23,0.01,6880,240,-0.3,0.3,4.21,0.11,1.48,0.12,1.3,0.25,1,0.648,0.023,0.023,0
9149959,2127099114740172672,12.072,1.166,0.021,0.18,0.02,7130,231,-1.63,0.3,3.97,0.1,2.13,0.15,1.55,0.25,0,1.025,0.018,0.018,0
9149977,2127099737514853760,14.5,0.637,0.019,0.29,0.02,6924,242,-0.31,0.3,4.21,0.11,1.48,0.11,1.3,0.25,1,0.657,0.032,0.031,0
9150012,2127099531356523392,13.362,0.688,0.014,0.2,0.02,7064,216,-0.51,0.3,3.97,0.1,2.12,0.14,1.53,0.25,0,1.004,0.026,0.026,0
9150397,2127088639319403008,13.032,1.578,0.024,0.19,0.03,6626,231,0.08,0.3,4.34,0.12,1.21,0.09,1.16,0.25,2,0.404,0.019,0.02,0
9150636,2127087677246741632,13.126,1.46,0.024,0.19,0.03,6706,234,-0.22,0.3,4.33,0.12,1.23,0.09,1.2,0.25,2,0.438,0.019,0.02,0
9150892,2127460171168780032,13.022,0.931,0.024,0.28,0.02,6981,244,0.21,0.3,4.03,0.11,1.91,0.15,1.44,0.25,0,0.891,0.029,0.028,0
9151452,2127419828536677760,13.999,0.25,0.021,0.26,0.02,9899,346,-0.16,0.3,4.08,0.11,2.27,0.26,2.24,0.25,0,1.65,0.075,0.071,0
9152029,2127417736893090816,13.201,1.157,0.018,0.28,0.03,6550,185,-0.32,0.3,4.1,0.1,1.64,0.1,1.26,0.25,0,0.649,0.02,0.02,0
